,movie_title,genres,audience_rating,tomatometer_rating
667,the awakening,horror,22.0,0.0
668,the awakening,mystery & suspense,22.0,0.0
669,babes in toyland,kids & family,59.0,36.0
670,babes in toyland,musical & performing arts,59.0,36.0
671,babes in toyland,science fiction & fantasy,59.0,36.0
672,babes in toyland,romance,59.0,36.0
673,bad company,action & adventure,71.0,92.0
674,bad company,drama,71.0,92.0
675,bad company,western,71.0,92.0
676,the bad news bears,classics,80.0,97.0
677,the bad news bears,comedy,80.0,97.0
678,the bad seed,classics,83.0,63.0
679,the bad seed,drama,83.0,63.0
680,the bad seed,horror,83.0,63.0
681,the bad seed,mystery & suspense,83.0,63.0
682,bang the drum slowly,classics,62.0,92.0
683,bang the drum slowly,comedy,62.0,92.0
684,bang the drum slowly,drama,62.0,92.0
685,bang the drum slowly,sports & fitness,62.0,92.0
686,battleground,action & adventure,82.0,75.0
687,battleground,classics,82.0,75.0
688,battleground,drama,82.0,75.0
689,beauty and the beast (la belle et la bête),drama,90.0,95.0
690,beauty and the beast (la belle et la bête),science fiction & fantasy,90.0,95.0
691,beauty and the beast (la belle et la bête),romance,90.0,95.0
692,the belles of st. trinian's,action & adventure,70.0,67.0
693,the belles of st. trinian's,classics,70.0,67.0
694,the belles of st. trinian's,comedy,70.0,67.0
695,1001 grams,drama,48.0,82.0
696,the best of times,comedy,43.0,31.0
697,the best of times,drama,43.0,31.0
698,betrayed,action & adventure,52.0,42.0
699,betrayed,drama,52.0,42.0
700,betrayed,mystery & suspense,52.0,42.0
701,the big brawl (battle creek brawl),action & adventure,44.0,67.0
702,the big brawl (battle creek brawl),comedy,44.0,67.0
703,big business,comedy,69.0,44.0
704,the big heat,classics,90.0,100.0
705,the big heat,drama,90.0,100.0
706,the big heat,mystery & suspense,90.0,100.0
707,the big sleep,classics,91.0,97.0
708,the big sleep,drama,91.0,97.0
709,the big sleep,mystery & suspense,91.0,97.0
710,the big sleep,art house & international,26.0,67.0
711,the big sleep,drama,26.0,67.0
712,the big sleep,mystery & suspense,26.0,67.0
713,billy budd,action & adventure,86.0,90.0
714,billy budd,classics,86.0,90.0
715,billy budd,drama,86.0,90.0
716,the birds,classics,83.0,95.0
717,the birds,horror,83.0,95.0
718,the birds,mystery & suspense,83.0,95.0
719,black christmas,horror,75.0,71.0
720,black christmas,mystery & suspense,75.0,71.0
721,the black hole,action & adventure,45.0,38.0
722,the black hole,kids & family,45.0,38.0
723,the black hole,science fiction & fantasy,45.0,38.0
724,the black pirate,action & adventure,68.0,100.0
725,the black pirate,classics,68.0,100.0
726,black rain,action & adventure,55.0,50.0
727,black rain,drama,55.0,50.0
728,black rain,mystery & suspense,55.0,50.0
729,black sunday,action & adventure,64.0,69.0
730,black sunday,drama,64.0,69.0
731,black sunday,horror,64.0,69.0
732,black sunday,mystery & suspense,64.0,69.0
733,black widow,drama,40.0,50.0
734,black widow,mystery & suspense,40.0,50.0
735,blackmail,classics,65.0,86.0
736,blackmail,drama,65.0,86.0
737,blackmail,mystery & suspense,65.0,86.0
738,blind date,comedy,42.0,21.0
739,blind date,drama,42.0,21.0
740,blood and sand,classics,67.0,100.0
741,blood and sand,drama,67.0,100.0
742,blood and sand,romance,67.0,100.0
743,blood feast,classics,44.0,38.0
744,blood feast,horror,44.0,38.0
745,der blaue engel (the blue angel),art house & international,87.0,96.0
746,der blaue engel (the blue angel),classics,87.0,96.0
747,der blaue engel (the blue angel),drama,87.0,96.0
748,der blaue engel (the blue angel),musical & performing arts,87.0,96.0
749,bluebeard,classics,38.0,100.0
750,bluebeard,drama,38.0,100.0
751,bluebeard,horror,38.0,100.0
752,bluebeard,mystery & suspense,38.0,100.0
753,the border,action & adventure,53.0,80.0
754,the border,drama,53.0,80.0
755,the border,mystery & suspense,53.0,80.0
756,born yesterday,classics,86.0,97.0
757,born yesterday,comedy,86.0,97.0
758,born yesterday,drama,86.0,97.0
759,the boston strangler,classics,78.0,86.0
760,the boston strangler,drama,78.0,86.0
761,the boston strangler,mystery & suspense,78.0,86.0
762,the bounty,action & adventure,72.0,74.0
763,the bounty,drama,72.0,74.0
764,the boys from brazil,action & adventure,66.0,69.0
765,the boys from brazil,drama,66.0,69.0
766,the boys from brazil,mystery & suspense,66.0,69.0
767,brainstorm,mystery & suspense,56.0,55.0
768,brainstorm,science fiction & fantasy,56.0,55.0
769,breakout,action & adventure,41.0,40.0
770,brewster's millions,comedy,55.0,35.0
771,brian's song,classics,82.0,92.0
772,brian's song,drama,82.0,92.0
773,brian's song,television,82.0,92.0
774,brief encounter,classics,91.0,91.0
775,brief encounter,drama,91.0,91.0
776,brief encounter,romance,91.0,91.0
777,broken arrow,action & adventure,70.0,89.0
778,broken arrow,classics,70.0,89.0
779,broken arrow,drama,70.0,89.0
780,broken arrow,western,70.0,89.0
781,broken arrow,romance,70.0,89.0
782,broken blossoms,classics,71.0,95.0
783,broken blossoms,drama,71.0,95.0
784,broken blossoms,romance,71.0,95.0
785,the brotherhood,action & adventure,25.0,67.0
786,the brotherhood,classics,25.0,67.0
787,the brotherhood,drama,25.0,67.0
788,bug,classics,25.0,33.0
789,bug,horror,25.0,33.0
790,bug,mystery & suspense,25.0,33.0
791,bug,science fiction & fantasy,25.0,33.0
792,burglar,comedy,39.0,27.0
793,burglar,drama,39.0,27.0
794,bus stop,comedy,62.0,79.0
795,bus stop,drama,62.0,79.0
796,bus stop,romance,62.0,79.0
797,butch cassidy and the sundance kid,action & adventure,92.0,90.0
798,butch cassidy and the sundance kid,classics,92.0,90.0
799,butch cassidy and the sundance kid,western,92.0,90.0
800,bye bye birdie,classics,66.0,89.0
801,bye bye birdie,comedy,66.0,89.0
802,bye bye birdie,kids & family,66.0,89.0
803,bye bye birdie,musical & performing arts,66.0,89.0
804,calamity jane,classics,87.0,71.0
805,calamity jane,comedy,87.0,71.0
806,calamity jane,musical & performing arts,87.0,71.0
807,calamity jane,western,87.0,71.0
808,calamity jane,romance,87.0,71.0
809,camelot,action & adventure,69.0,41.0
810,camelot,classics,69.0,41.0
811,camelot,comedy,69.0,41.0
812,camelot,drama,69.0,41.0
813,camelot,musical & performing arts,69.0,41.0
814,camelot,science fiction & fantasy,69.0,41.0
815,camelot,romance,69.0,41.0
816,camille,classics,83.0,93.0
817,camille,drama,83.0,93.0
818,camille,romance,83.0,93.0
819,cape fear,classics,86.0,100.0
820,cape fear,drama,86.0,100.0
821,cape fear,mystery & suspense,86.0,100.0
822,captain blood,action & adventure,89.0,100.0
823,captain blood,classics,89.0,100.0
824,captains courageous,action & adventure,89.0,94.0
825,captains courageous,classics,89.0,94.0
826,carnival of souls,classics,73.0,86.0
827,carnival of souls,comedy,73.0,86.0
828,carnival of souls,horror,73.0,86.0
829,carnival of souls,mystery & suspense,73.0,86.0
830,carny,drama,52.0,50.0
831,carny,horror,52.0,50.0
832,carrie,horror,77.0,93.0
833,casablanca,classics,95.0,99.0
834,casablanca,drama,95.0,99.0
835,casablanca,romance,95.0,99.0
836,casino royale,action & adventure,34.0,25.0
837,casino royale,classics,34.0,25.0
838,casino royale,comedy,34.0,25.0
839,the cat and the canary,classics,74.0,94.0
840,the cat and the canary,horror,74.0,94.0
841,the cat and the canary,mystery & suspense,74.0,94.0
842,cat on a hot tin roof,classics,92.0,97.0
843,cat on a hot tin roof,drama,92.0,97.0
844,cat people,drama,73.0,95.0
845,cat people,horror,73.0,95.0
846,cat people,romance,73.0,95.0
847,cat people,drama,46.0,61.0
848,cat people,horror,46.0,61.0
849,cat people,mystery & suspense,46.0,61.0
850,caught,classics,78.0,100.0
851,caught,drama,78.0,100.0
852,caught,mystery & suspense,78.0,100.0
853,the champ,drama,82.0,36.0
854,the champ,sports & fitness,82.0,36.0
855,champion,classics,74.0,93.0
856,champion,drama,74.0,93.0
857,charade,classics,92.0,94.0
858,charade,comedy,92.0,94.0
859,charade,drama,92.0,94.0
860,charade,mystery & suspense,92.0,94.0
861,charlotte's web,animation,67.0,77.0
862,charlotte's web,kids & family,67.0,77.0
863,the chase,classics,74.0,89.0
864,the chase,drama,74.0,89.0
865,checking out,comedy,18.0,20.0
866,children of the corn,cult movies,40.0,35.0
867,children of the corn,horror,40.0,35.0
868,children of the corn,mystery & suspense,40.0,35.0
869,the chosen,drama,79.0,75.0
870,a christmas carol,classics,74.0,100.0
871,a christmas carol,drama,74.0,100.0
872,a christmas carol,kids & family,74.0,100.0
873,a christmas carol,science fiction & fantasy,74.0,100.0
874,christmas in connecticut,classics,75.0,88.0
875,christmas in connecticut,comedy,75.0,88.0
876,a christmas story,comedy,88.0,89.0
877,a christmas story,drama,88.0,89.0
878,a christmas story,kids & family,88.0,89.0
879,cimarron,classics,25.0,50.0
880,cimarron,drama,25.0,50.0
881,cimarron,western,25.0,50.0
882,cleopatra,classics,69.0,62.0
883,cleopatra,drama,69.0,62.0
884,college,classics,73.0,89.0
885,college,comedy,73.0,89.0
886,college,romance,73.0,89.0
887,colors,action & adventure,72.0,82.0
888,colors,drama,72.0,82.0
889,coma,action & adventure,66.0,81.0
890,coma,mystery & suspense,66.0,81.0
891,commando,action & adventure,67.0,71.0
892,convoy,action & adventure,73.0,43.0
893,convoy,drama,73.0,43.0
894,countdown,action & adventure,27.0,67.0
895,countdown,documentary,27.0,67.0
896,countdown,drama,27.0,67.0
897,countdown,mystery & suspense,27.0,67.0
898,countdown,science fiction & fantasy,27.0,67.0
899,the country girl,classics,77.0,86.0
900,the country girl,drama,77.0,86.0
901,cover girl,classics,70.0,95.0
902,cover girl,comedy,70.0,95.0
903,cover girl,musical & performing arts,70.0,95.0
904,cover girl,romance,70.0,95.0
905,creature from the black lagoon,classics,73.0,79.0
906,creature from the black lagoon,cult movies,73.0,79.0
907,creature from the black lagoon,horror,73.0,79.0
908,creature from the black lagoon,science fiction & fantasy,73.0,79.0
909,crossroads,drama,82.0,73.0
910,cutting class,comedy,22.0,25.0
911,cutting class,drama,22.0,25.0
912,cutting class,horror,22.0,25.0
913,damn yankees,classics,69.0,76.0
914,damn yankees,comedy,69.0,76.0
915,damn yankees,drama,69.0,76.0
916,damn yankees,musical & performing arts,69.0,76.0
917,damn yankees,science fiction & fantasy,69.0,76.0
918,dangerous,classics,61.0,83.0
919,dangerous,drama,61.0,83.0
920,dangerous liaisons,drama,83.0,93.0
921,the dark mirror,drama,56.0,71.0
922,the dark mirror,mystery & suspense,56.0,71.0
923,darling,art house & international,71.0,67.0
924,darling,classics,71.0,67.0
925,darling,comedy,71.0,67.0
926,darling,drama,71.0,67.0
927,darling,romance,71.0,67.0
928,day of the dead,horror,75.0,81.0
929,the day the earth stood still,classics,87.0,95.0
930,the day the earth stood still,drama,87.0,95.0
931,the day the earth stood still,science fiction & fantasy,87.0,95.0
932,days of wine and roses,classics,88.0,100.0
933,days of wine and roses,drama,88.0,100.0
934,dead heat,action & adventure,49.0,11.0
935,dead heat,comedy,49.0,11.0
936,dead heat,horror,49.0,11.0
937,dead heat,mystery & suspense,49.0,11.0
938,dead reckoning,classics,66.0,67.0
939,dead reckoning,drama,66.0,67.0
940,dead reckoning,mystery & suspense,66.0,67.0
941,death in venice,drama,81.0,71.0
942,death of a salesman,drama,75.0,100.0
943,death of a salesman,television,75.0,100.0
944,dèmoni (demons),art house & international,65.0,60.0
945,dèmoni (demons),horror,65.0,60.0
946,the desperate hours,classics,79.0,86.0
947,the desperate hours,drama,79.0,86.0
948,the desperate hours,mystery & suspense,79.0,86.0
949,devil doll,classics,28.0,20.0
950,devil doll,horror,28.0,20.0
951,dillinger,action & adventure,73.0,92.0
952,dillinger,drama,73.0,92.0
953,dillinger,mystery & suspense,73.0,92.0
954,dinner at eight,classics,74.0,90.0
955,dinner at eight,comedy,74.0,90.0
956,dinner at eight,drama,74.0,90.0
957,dinner at eight,romance,74.0,90.0
958,distant thunder,drama,45.0,43.0
959,doctor zhivago,classics,88.0,84.0
960,doctor zhivago,drama,88.0,84.0
961,doctor zhivago,television,88.0,84.0
962,doctor zhivago,romance,88.0,84.0
963,dodge city,classics,74.0,100.0
964,dodge city,western,74.0,100.0
965,dolls,horror,51.0,60.0
966,dr. jekyll and mr. hyde,drama,80.0,90.0
967,dr. jekyll and mr. hyde,horror,80.0,90.0
968,how the grinch stole christmas,animation,98.0,100.0
969,how the grinch stole christmas,classics,98.0,100.0
970,how the grinch stole christmas,comedy,98.0,100.0
971,how the grinch stole christmas,kids & family,98.0,100.0
972,how the grinch stole christmas,musical & performing arts,98.0,100.0
973,how the grinch stole christmas,television,98.0,100.0
974,dracula,classics,81.0,92.0
975,dracula,horror,81.0,92.0
976,dracula,horror,43.0,60.0
977,dracula,mystery & suspense,43.0,60.0
978,dracula,art house & international,58.0,59.0
979,dracula,drama,58.0,59.0
980,dracula,horror,58.0,59.0
981,dracula,romance,58.0,59.0
982,dragnet,action & adventure,41.0,51.0
983,dragnet,comedy,41.0,51.0
984,the dream team,comedy,61.0,57.0
985,dressed to kill,drama,74.0,80.0
986,dressed to kill,horror,74.0,80.0
987,dressed to kill,mystery & suspense,74.0,80.0
988,duel,mystery & suspense,84.0,88.0
989,duel,television,84.0,88.0
990,dune,science fiction & fantasy,66.0,53.0
991,the eagle has landed,action & adventure,67.0,67.0
992,the eagle has landed,art house & international,67.0,67.0
993,the eagle has landed,mystery & suspense,67.0,67.0
994,east of eden,classics,90.0,85.0
995,east of eden,drama,90.0,85.0
996,easy money,action & adventure,58.0,60.0
997,easy money,comedy,58.0,60.0
998,eaten alive,horror,30.0,35.0
999,eaten alive,mystery & suspense,30.0,35.0
1000,edipo re (oedipus rex),art house & international,77.0,88.0
1001,edipo re (oedipus rex),drama,77.0,88.0
1002,the elephant man,drama,93.0,92.0
1003,the enforcer,action & adventure,59.0,68.0
1004,the enforcer,drama,59.0,68.0
1005,the enforcer,mystery & suspense,59.0,68.0
1006,the enforcer,classics,70.0,88.0
1007,the enforcer,drama,70.0,88.0
1008,the enforcer,mystery & suspense,70.0,88.0
1009,escape from new york,action & adventure,77.0,86.0
1010,escape from new york,science fiction & fantasy,77.0,86.0
1011,exodus,classics,69.0,63.0
1012,exodus,drama,69.0,63.0
1013,eyewitness,horror,38.0,75.0
1014,eyewitness,mystery & suspense,38.0,75.0
1015,fahrenheit 451,classics,72.0,81.0
1016,fahrenheit 451,science fiction & fantasy,72.0,81.0
1017,the fan,drama,32.0,38.0
1018,the fan,mystery & suspense,32.0,38.0
1019,fandango,comedy,78.0,50.0
1020,fandango,drama,78.0,50.0
1021,far from the madding crowd,drama,76.0,64.0
1022,far from the madding crowd,romance,76.0,64.0
1023,"farewell, my lovely",classics,73.0,76.0
1024,"farewell, my lovely",drama,73.0,76.0
1025,"farewell, my lovely",mystery & suspense,73.0,76.0
1026,fatal attraction,drama,72.0,76.0
1027,fatal attraction,mystery & suspense,72.0,76.0
1028,father of the bride,classics,74.0,90.0
1029,father of the bride,comedy,74.0,90.0
1030,father of the bride,drama,74.0,90.0
1031,fire and ice,action & adventure,53.0,60.0
1032,fire and ice,animation,53.0,60.0
1033,fire and ice,cult movies,53.0,60.0
1034,fire and ice,science fiction & fantasy,53.0,60.0
1035,flash gordon,action & adventure,69.0,83.0
1036,flash gordon,comedy,69.0,83.0
1037,flash gordon,science fiction & fantasy,69.0,83.0
1038,flashback,comedy,60.0,43.0
1039,flesh & blood (flesh+blood) (the rose and the sword),action & adventure,63.0,85.0
1040,flesh & blood (flesh+blood) (the rose and the sword),drama,63.0,85.0
1041,the flight of the phoenix,action & adventure,81.0,90.0
1042,the flight of the phoenix,classics,81.0,90.0
1043,the flight of the phoenix,drama,81.0,90.0
1044,flipper,action & adventure,49.0,40.0
1045,flipper,classics,49.0,40.0
1046,flipper,drama,49.0,40.0
1047,flipper,kids & family,49.0,40.0
1048,flipper,television,49.0,40.0
1049,the fly,classics,70.0,95.0
1050,the fly,horror,70.0,95.0
1051,the fly,mystery & suspense,70.0,95.0
1052,the fly,science fiction & fantasy,70.0,95.0
1053,the fly,drama,83.0,92.0
1054,the fly,horror,83.0,92.0
1055,the fly,science fiction & fantasy,83.0,92.0
1056,flying tigers,action & adventure,68.0,67.0
1057,flying tigers,classics,68.0,67.0
1058,flying tigers,drama,68.0,67.0
1059,footloose,drama,71.0,52.0
1060,footloose,musical & performing arts,71.0,52.0
1061,footloose,romance,71.0,52.0
1062,the four feathers,action & adventure,85.0,100.0
1063,the four feathers,art house & international,85.0,100.0
1064,the four feathers,classics,85.0,100.0
1065,frantic,action & adventure,64.0,76.0
1066,frantic,drama,64.0,76.0
1067,frantic,mystery & suspense,64.0,76.0
1068,freaky friday,comedy,57.0,70.0
1069,freaky friday,kids & family,57.0,70.0
1070,freaky friday,science fiction & fantasy,57.0,70.0
1071,fright night,horror,76.0,92.0
1072,from here to eternity,classics,84.0,92.0
1073,from here to eternity,drama,84.0,92.0
1074,from here to eternity,romance,84.0,92.0
1075,frosty the snowman,animation,72.0,73.0
1076,frosty the snowman,kids & family,72.0,73.0
1077,the fugitive,drama,61.0,86.0
1078,fun with dick and jane,comedy,51.0,50.0
1079,funny farm,comedy,50.0,65.0
1080,the fury,drama,49.0,75.0
1081,the fury,horror,49.0,75.0
1082,the fury,mystery & suspense,49.0,75.0
1083,the fury,science fiction & fantasy,49.0,75.0
1084,galaxy of terror (mindwarp: an infinity of terror) (planet of horrors) (quest),action & adventure,29.0,31.0
1085,galaxy of terror (mindwarp: an infinity of terror) (planet of horrors) (quest),horror,29.0,31.0
1086,galaxy of terror (mindwarp: an infinity of terror) (planet of horrors) (quest),mystery & suspense,29.0,31.0
